loc_share,contract_share,missed_share
0.0008620439439236061,0.000657030223390276,0.0
0.0011522944300931704,0.001314060446780552,0.0
0.0016428177517197342,0.0019710906701708277,0.0
0.0017966505093896033,0.002628120893561104,0.0010395010395010396
0.0020869009955591677,0.0032851511169513796,0.0010395010395010396
0.003050532609642121,0.003942181340341655,0.002079002079002079
0.003125997736046208,0.0045992115637319315,0.0031185031185031187
0.003718108727832119,0.005256241787122208,0.004158004158004158
0.005738252111572287,0.005913272010512484,0.005197505197505198
0.005950134966476069,0.006570302233902759,0.006237006237006237
0.007621977766812759,0.007227332457293035,0.006237006237006237
0.009804661422807883,0.00788436268068331,0.007276507276507277
0.010048471831190318,0.008541392904073587,0.008316008316008316
0.010617362784082663,0.009198423127463863,0.009355509355509356
0.010977273386932922,0.00985545335085414,0.011434511434511435
0.011194961251560097,0.010512483574244415,0.011434511434511435
0.012721678808812005,0.011169513797634692,0.012474012474012475
0.01303805183873683,0.011826544021024968,0.013513513513513514
0.01355760020898035,0.012483574244415242,0.014553014553014554
0.013813020636809567,0.013140604467805518,0.016632016632016633
0.014094563608394044,0.013797634691195795,0.017671517671517672
0.015673526253156475,0.01445466491458607,0.017671517671517672
0.015963776739326037,0.015111695137976347,0.017671517671517672
0.016979653440919514,0.01576872536136662,0.017671517671517672
0.019856035758859896,0.0164257555847569,0.018711018711018712
0.020285606478390852,0.017082785808147174,0.02182952182952183
0.020561344440251938,0.017739816031537452,0.02286902286902287
0.02275273561083215,0.018396846254927726,0.02390852390852391
0.023336139088032972,0.019053876478318004,0.02494802494802495
0.023568339476968625,0.01971090670170828,0.02598752598752599
0.02382956491452123,0.020367936925098553,0.02598752598752599
0.024119815400690796,0.02102496714848883,0.02598752598752599
0.024555191129945142,0.021681997371879105,0.02702702702702703
0.024845441616114707,0.022339027595269383,0.02702702702702703
0.027893071720895134,0.022996057818659658,0.02702702702702703
0.028104954575798913,0.023653088042049936,0.028066528066528068
0.02916727135517952,0.02431011826544021,0.028066528066528068
0.029457521841349085,0.024967148488830485,0.028066528066528068
0.03029344324151743,0.025624178712220762,0.029106029106029108
0.03112646213682408,0.026281208935611037,0.029106029106029108
0.031782428235567296,0.026938239159001315,0.031185031185031187
0.03224102400371521,0.02759526938239159,0.031185031185031187
0.03287086755870316,0.028252299605781867,0.032224532224532226
0.03329753577337242,0.02890932982917214,0.033264033264033266
0.03358778625954199,0.02956636005256242,0.033264033264033266
0.03387803674571155,0.030223390275952694,0.033264033264033266
0.03389835427974342,0.03088042049934297,0.033264033264033266
0.03518416393347459,0.03153745072273324,0.036382536382536385
0.035361216730038024,0.032194480946123524,0.036382536382536385
0.035651467216207586,0.0328515111695138,0.036382536382536385
0.037868980930543056,0.03350854139290407,0.036382536382536385
0.038159231416712625,0.03416557161629435,0.036382536382536385
0.03817954895074449,0.03482260183968462,0.036382536382536385
0.038699097320988016,0.035479632063074903,0.037422037422037424
0.03885293007865788,0.03613666228646518,0.038461538461538464
0.03937828345862479,0.03679369250985545,0.0395010395010395
0.0402432299074101,0.03745072273324573,0.04054054054054054
0.04046382027689897,0.03810775295663601,0.04054054054054054
0.04068731315124953,0.03876478318002628,0.04261954261954262
0.04079760833599396,0.03942181340341656,0.04261954261954262
0.04275099410791513,0.04007884362680683,0.04261954261954262
0.042939656923925346,0.040735873850197106,0.04261954261954262
0.043134124749658956,0.04139290407358739,0.04261954261954262
0.043508547876817696,0.04204993429697766,0.04365904365904366
0.04362174556642382,0.042706964520367936,0.0446985446985447
0.04391199605259339,0.04336399474375821,0.0446985446985447
0.044097756363741906,0.04402102496714849,0.04677754677754678
0.044388006849911475,0.04467805519053877,0.04677754677754678
0.04444315444228369,0.04533508541392904,0.04677754677754678
0.04561866891127043,0.045992115637319315,0.04781704781704782
0.04593504194119525,0.04664914586070959,0.0498960498960499
0.046454590311438775,0.04730617608409987,0.05093555093555094
0.04648651786491742,0.047963206307490146,0.05093555093555094
0.047171509012277596,0.04862023653088042,0.05093555093555094
0.04813514062636055,0.049277266754270695,0.05197505197505198
0.04860824891881694,0.04993429697766097,0.05301455301455302
0.0488984994049865,0.05059132720105125,0.05301455301455302
0.04949351290163411,0.051248357424441525,0.05405405405405406
0.04974893332946333,0.0519053876478318,0.0550935550935551
0.050216236612196326,0.052562417871222074,0.0550935550935551
0.05039038690389806,0.053219448094612355,0.056133056133056136
0.050616782283110326,0.05387647831800263,0.057172557172557176
0.051017327954024326,0.054533508541392904,0.058212058212058215
0.05133950599367254,0.05519053876478318,0.059251559251559255
0.0516297564798421,0.05584756898817345,0.059251559251559255
0.057063245580936346,0.056504599211563734,0.059251559251559255
0.05906016892578295,0.05716162943495401,0.060291060291060294
0.05943459205294169,0.05781865965834428,0.061330561330561334
0.0594955446550373,0.05847568988173456,0.061330561330561334
0.05964066989812208,0.05913272010512484,0.06340956340956341
0.0600934606565466,0.059789750328515114,0.06340956340956341
0.060508518851769076,0.06044678055190539,0.06340956340956341
0.06063332656082199,0.06110381077529566,0.06444906444906445
0.060848111920587464,0.06176084099868594,0.06548856548856549
0.06115287493106551,0.06241787122207622,0.06652806652806653
0.061443125417235074,0.06307490144546649,0.06652806652806653
0.06189591617565959,0.06373193166885677,0.06860706860706861
0.06231097437088207,0.06438896189224705,0.06860706860706861
0.06337329115026268,0.06504599211563732,0.06860706860706861
0.06391605955939976,0.0657030223390276,0.06964656964656965
0.06405828229762285,0.06636005256241786,0.06964656964656965
0.0642266275796012,0.06701708278580815,0.06964656964656965
0.06451687806577076,0.06767411300919843,0.06964656964656965
0.06487098365889762,0.0683311432325887,0.07068607068607069
0.0661596958174905,0.06898817345597898,0.07068607068607069
0.06667924418773401,0.06964520367936924,0.07172557172557173
0.06723652512117957,0.07030223390275953,0.07276507276507277
0.0677560734914231,0.07095926412614981,0.07380457380457381
0.06893158796040984,0.07161629434954007,0.07484407484407485
0.07051055060517226,0.07227332457293036,0.07588357588357589
0.07120134676225583,0.07293035479632064,0.07588357588357589
0.07193568049226483,0.0735873850197109,0.07588357588357589
0.07218529591037065,0.07424441524310119,0.07796257796257797
0.07247554639654022,0.07490144546649145,0.07796257796257797
0.07365106086552695,0.07555847568988174,0.079002079002079
0.07394131135169651,0.07621550591327202,0.079002079002079
0.07405450904130265,0.07687253613666228,0.079002079002079
0.07434475952747222,0.07752956636005257,0.079002079002079
0.07696572141758337,0.07818659658344283,0.079002079002079
0.07750848982672046,0.07884362680683311,0.08004158004158005
0.07889298464574929,0.0795006570302234,0.08108108108108109
0.0797463210750878,0.08015768725361366,0.08108108108108109
0.08051838736829885,0.08081471747700394,0.0841995841995842
0.08095376309755319,0.08147174770039421,0.08523908523908524
0.08102052070937218,0.0821287779237845,0.08627858627858628
0.08130206368095666,0.08278580814717477,0.08731808731808732
0.08159231416712623,0.08344283837056504,0.08731808731808732
0.0818825646532958,0.08409986859395532,0.08731808731808732
0.08195802977969988,0.08475689881734559,0.08731808731808732
0.0824775781499434,0.08541392904073587,0.08835758835758836
0.08255594578120919,0.08607095926412615,0.08835758835758836
0.0830754941514527,0.08672798948751642,0.0893970893970894
0.08425100862043944,0.0873850197109067,0.09043659043659044
0.08479958203929991,0.08804204993429698,0.09043659043659044
0.0851391751081183,0.08869908015768725,0.09147609147609148
0.08565872347836183,0.08935611038107753,0.09251559251559252
0.08683423794734856,0.0900131406044678,0.09355509355509356
0.08712448843351812,0.09067017082785808,0.09355509355509356
0.08755986416277248,0.09132720105124836,0.0945945945945946
0.08765274431834673,0.09198423127463863,0.0945945945945946
0.0879429948045163,0.09264126149802891,0.0945945945945946
0.08823324529068587,0.09329829172141918,0.0945945945945946
0.08829129538791977,0.09395532194480946,0.0945945945945946
0.08886599135053551,0.09461235216819974,0.09563409563409564
0.0891388268075349,0.09526938239159001,0.09667359667359668
0.0900095782660436,0.09592641261498029,0.09667359667359668
0.09038400139320234,0.09658344283837056,0.09771309771309772
0.09067425187937189,0.09724047306176084,0.09771309771309772
0.09096450236554146,0.09789750328515112,0.09771309771309772
0.09229094708733637,0.09855453350854139,0.09771309771309772
0.09251443996168694,0.09921156373193167,0.09875259875259876
0.09281920297216498,0.09986859395532194,0.0997920997920998
0.09335036136185527,0.10052562417871222,0.10083160083160084
0.09401213247032189,0.1011826544021025,0.10291060291060292
0.09430238295649145,0.10183968462549277,0.10291060291060292
