term,coef,se,p
LLOC,-0.07350653780202489,0.028233642409441262,0.00922748860244104
arith_share_c,1.0339104823272756,0.42350919941358955,0.014634733685877938
LLOC:arith_share_c,-0.47137389126196516,0.23748544488026485,0.047160738109724
