loc_share,contract_share,missed_share
1.741502917017386e-05,0.000657030223390276,0.0
3.773256320204336e-05,0.001314060446780552,0.0
5.8050097233912865e-05,0.0019710906701708277,0.0
7.836763126578237e-05,0.002628120893561104,0.0
0.00010158767015934752,0.0032851511169513796,0.0010395010395010396
0.00012480770905291266,0.003942181340341655,0.002079002079002079
0.00014802774794647782,0.0045992115637319315,0.0031185031185031187
0.00017124778684004296,0.005256241787122208,0.004158004158004158
0.0001944678257336081,0.005913272010512484,0.005197505197505198
0.00021768786462717326,0.006570302233902759,0.006237006237006237
0.00024381040838243403,0.007227332457293035,0.006237006237006237
0.0002699329521376948,0.00788436268068331,0.006237006237006237
0.00029895800075465127,0.008541392904073587,0.007276507276507277
0.00033088555423330335,0.009198423127463863,0.007276507276507277
0.00036281310771195543,0.00985545335085414,0.007276507276507277
0.00039764316605230313,0.010512483574244415,0.007276507276507277
0.00043247322439265084,0.011169513797634692,0.007276507276507277
0.0004673032827329986,0.011826544021024968,0.007276507276507277
0.0005021333410733463,0.012483574244415242,0.007276507276507277
0.0005369633994136941,0.013140604467805518,0.008316008316008316
0.0005746959626157374,0.013797634691195795,0.008316008316008316
0.0006124285258177807,0.01445466491458607,0.008316008316008316
0.0006501610890198241,0.015111695137976347,0.008316008316008316
0.0006878936522218675,0.01576872536136662,0.008316008316008316
0.0007256262154239109,0.0164257555847569,0.009355509355509356
0.0007633587786259542,0.017082785808147174,0.010395010395010396
0.0008010913418279975,0.017739816031537452,0.010395010395010396
0.0008417264098917365,0.018396846254927726,0.010395010395010396
0.0008823614779554756,0.019053876478318004,0.010395010395010396
0.0009258990508809103,0.01971090670170828,0.010395010395010396
0.0009694366238063449,0.020367936925098553,0.012474012474012475
0.0010129741967317796,0.02102496714848883,0.012474012474012475
0.0010565117696572143,0.021681997371879105,0.012474012474012475
0.0011029518474443445,0.022339027595269383,0.012474012474012475
0.0011493919252314748,0.022996057818659658,0.012474012474012475
0.001195832003018605,0.023653088042049936,0.013513513513513514
0.0012422720808057354,0.02431011826544021,0.014553014553014554
0.0012916146634545612,0.024967148488830485,0.014553014553014554
0.0013409572461033873,0.025624178712220762,0.014553014553014554
0.0013902998287522131,0.026281208935611037,0.014553014553014554
0.0014396424114010392,0.026938239159001315,0.014553014553014554
0.001488984994049865,0.02759526938239159,0.014553014553014554
0.0015412300815603867,0.028252299605781867,0.015592515592515593
0.0015934751690709081,0.02890932982917214,0.016632016632016633
0.0016457202565814298,0.02956636005256242,0.017671517671517672
0.001700867848953647,0.030223390275952694,0.017671517671517672
0.0017560154413258642,0.03088042049934297,0.017671517671517672
0.0018111630336980814,0.03153745072273324,0.017671517671517672
0.0018663106260702986,0.032194480946123524,0.017671517671517672
0.0019214582184425158,0.0328515111695138,0.017671517671517672
0.0019795083156764286,0.03350854139290407,0.017671517671517672
0.0020375584129103414,0.03416557161629435,0.017671517671517672
0.0020956085101442546,0.03482260183968462,0.01975051975051975
0.0021536586073781674,0.035479632063074903,0.02079002079002079
0.0022117087046120802,0.03613666228646518,0.02079002079002079
0.002269758801845993,0.03679369250985545,0.02079002079002079
0.002327808899079906,0.03745072273324573,0.02079002079002079
0.0023887615011755144,0.03810775295663601,0.02079002079002079
0.002449714103271123,0.03876478318002628,0.02079002079002079
0.0025106667053667315,0.03942181340341656,0.02182952182952183
0.00257161930746234,0.04007884362680683,0.02182952182952183
0.0026325719095579487,0.040735873850197106,0.02182952182952183
0.002693524511653557,0.04139290407358739,0.02286902286902287
0.0027573796186108612,0.04204993429697766,0.02390852390852391
0.002821234725568165,0.042706964520367936,0.02390852390852391
0.0028850898325254695,0.04336399474375821,0.02390852390852391
0.0029518474443444693,0.04402102496714849,0.02494802494802495
0.003018605056163469,0.04467805519053877,0.02494802494802495
0.0030853626679824687,0.04533508541392904,0.02598752598752599
0.0031521202798014685,0.045992115637319315,0.02598752598752599
0.0032188778916204686,0.04664914586070959,0.02702702702702703
0.0032856355034394684,0.04730617608409987,0.02702702702702703
0.003352393115258468,0.047963206307490146,0.028066528066528068
0.003419150727077468,0.04862023653088042,0.029106029106029108
0.0034859083388964675,0.049277266754270695,0.029106029106029108
0.0035526659507154673,0.04993429697766097,0.030145530145530147
0.003622326067396163,0.05059132720105125,0.032224532224532226
0.0036919861840768583,0.051248357424441525,0.033264033264033266
0.003761646300757554,0.0519053876478318,0.033264033264033266
0.0038371114271616405,0.052562417871222074,0.033264033264033266
0.003912576553565727,0.053219448094612355,0.033264033264033266
0.003988041679969814,0.05387647831800263,0.034303534303534305
0.0040635068063739005,0.054533508541392904,0.035343035343035345
0.004138971932777988,0.05519053876478318,0.035343035343035345
0.00421733956404377,0.05584756898817345,0.035343035343035345
0.0042957071953095526,0.056504599211563734,0.035343035343035345
0.004374074826575335,0.05716162943495401,0.035343035343035345
0.004452442457841117,0.05781865965834428,0.035343035343035345
0.0045308100891068995,0.05847568988173456,0.036382536382536385
0.004612080225234377,0.05913272010512484,0.037422037422037424
0.004693350361361855,0.059789750328515114,0.037422037422037424
0.004774620497489333,0.06044678055190539,0.038461538461538464
0.004858793138478507,0.06110381077529566,0.038461538461538464
0.00494296577946768,0.06176084099868594,0.0395010395010395
0.005027138420456855,0.06241787122207622,0.0395010395010395
0.005111311061446028,0.06307490144546649,0.0395010395010395
0.005195483702435202,0.06373193166885677,0.0395010395010395
0.0052796563434243755,0.06438896189224705,0.0395010395010395
0.005366731489275245,0.06504599211563732,0.04054054054054054
0.0054538066351261134,0.0657030223390276,0.04158004158004158
0.005540881780976983,0.06636005256241786,0.04261954261954262
0.005630859431689548,0.06701708278580815,0.04365904365904366
0.005720837082402113,0.06767411300919843,0.0446985446985447
0.0058108147331146776,0.0683311432325887,0.0446985446985447
0.0059036948886889385,0.06898817345597898,0.0446985446985447
0.0059965750442631995,0.06964520367936924,0.0446985446985447
0.00608945519983746,0.07030223390275953,0.0446985446985447
0.006182335355411721,0.07095926412614981,0.04573804573804574
0.0062781180158476765,0.07161629434954007,0.04573804573804574
0.0063739006762836324,0.07227332457293036,0.04677754677754678
0.006469683336719589,0.07293035479632064,0.04677754677754678
0.006565465997155545,0.0735873850197109,0.04677754677754678
0.006661248657591501,0.07424441524310119,0.04677754677754678
0.006757031318027458,0.07490144546649145,0.04781704781704782
0.006852813978463414,0.07555847568988174,0.04781704781704782
0.0069485966388993705,0.07621550591327202,0.04781704781704782
0.007044379299335326,0.07687253613666228,0.04781704781704782
0.007140161959771282,0.07752956636005257,0.04781704781704782
0.007235944620207239,0.07818659658344283,0.04781704781704782
0.007331727280643195,0.07884362680683311,0.04781704781704782
0.007430412445940847,0.0795006570302234,0.04781704781704782
0.007529097611238498,0.08015768725361366,0.04885654885654886
0.007630685281397847,0.08081471747700394,0.04885654885654886
0.007732272951557194,0.08147174770039421,0.04885654885654886
0.007833860621716541,0.0821287779237845,0.0498960498960499
0.00793544829187589,0.08278580814717477,0.0498960498960499
0.008039938466896933,0.08344283837056504,0.0498960498960499
0.008144428641917976,0.08409986859395532,0.05093555093555094
0.008248918816939019,0.08475689881734559,0.05197505197505198
0.008353408991960062,0.08541392904073587,0.05197505197505198
